VISITOR_ID,PURCHASE_SESSION_TIMESTAMP,PRIOR_TOUCHPOINTS,PRIOR_TOUCHPOINT_COUNT,CUMULATIVE_PRIOR_PURCHASE_SESSION_COUNT
1205811658742251528,2017-04-21 16:40:34.000,Referral,1,0
8108485834336096648,2017-05-16 23:24:08.000,Direct,1,0
5201800617685913658,2017-06-15 15:45:26.000,Organic Search,1,0
4758004505760363513,2017-06-26 17:39:17.000,Organic Search,1,0
1393633173328801040,2017-07-29 20:56:32.000,"Referral, Referral",2,0
7637038443893798015,2017-07-31 17:07:43.000,"Referral, Referral",2,0
163910434575936100,2017-07-18 01:34:29.000,"Organic Search, Organic Search",2,0
3708624609955414339,2017-07-18 14:58:52.000,Referral,1,0
2058369199877139726,2016-10-17 05:24:24.000,Referral,1,0
2703909094790015330,2016-08-27 05:06:51.000,Organic Search,1,0
8007300615127214527,2016-09-02 21:06:57.000,"Organic Search, Organic Search",2,0
9794005369838434901,2016-09-12 15:00:17.000,"Direct, Referral",2,0
4606500893659686682,2016-11-10 19:06:51.000,Referral,1,0
1639589047263376521,2016-10-04 05:47:00.000,Referral,1,0
759913108523269841,2017-03-10 22:04:35.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",10,0
5682452231721622029,2016-10-15 23:01:12.000,"PURCHASE, Paid Search, Organic Search",3,2
8657760181531700072,2016-11-20 23:11:01.000,"Referral, Referral, Referral, Referral",4,0
9386787389707627667,2016-12-12 01:19:17.000,Referral,1,0
6229870571121837755,2016-11-24 20:01:34.000,Referral,1,0
6371969436359305820,2016-12-05 04:40:53.000,Referral,1,0
1127359726951964431,2016-12-06 00:34:46.000,"Referral, Referral, Referral",3,0
077910788641080085,2016-12-09 01:59:42.000,"Direct, Direct",2,0
1553504908601719051,2016-12-13 18:16:18.000,"Organic Search, Referral, Referral",3,0
770591642514840189,2016-12-24 06:42:53.000,"Organic Search, Organic Search",2,0
6988456629622921225,2016-12-16 22:04:23.000,"Organic Search, Organic Search, Organic Search",3,0
3835134197841326255,2017-02-16 17:24:28.000,"PURCHASE, Direct, Referral",3,2
0328080880890336475,2017-04-28 20:00:25.000,"Referral, Referral, Referral",3,0
148135394525872002,2017-01-18 20:18:27.000,Organic Search,1,0
8715196944012266147,2017-01-23 08:00:16.000,Organic Search,1,0
2896773240947804856,2017-03-03 11:43:26.000,"Referral, Referral, Referral",3,0
7284466025557220497,2017-03-27 14:51:13.000,PURCHASE,1,3
5341271361784611942,2017-02-23 01:15:28.000,"PURCHASE, Direct",2,2
7288253836631073413,2017-03-08 22:33:07.000,Referral,1,0
7642599988772992308,2017-04-21 19:13:12.000,PURCHASE,1,1
345388872996692187,2017-03-29 19:02:31.000,"Organic Search, Referral",2,0
1614961404175770147,2017-04-04 01:35:37.000,Direct,1,0
5418879524729998284,2017-04-06 22:01:18.000,"Direct, Direct",2,0
8361920675798597013,2017-04-08 04:38:50.000,PURCHASE,1,1
2570270404850350503,2017-04-28 17:47:25.000,"Direct, Direct",2,0
4118874374266805808,2017-04-26 03:54:21.000,Referral,1,0
5062597525991769187,2017-04-27 18:12:20.000,Direct,1,0
9418009854931436193,2017-04-29 02:29:57.000,Direct,1,0
9153398667901840439,2017-04-29 00:40:19.000,Direct,1,0
650915590272619388,2017-05-05 13:54:22.000,"Direct, Direct",2,0
6928471103546165344,2017-05-24 17:30:58.000,"Direct, Direct",2,0
7402906360219067209,2017-06-26 05:48:57.000,Direct,1,0
3369201896722684732,2017-06-10 03:04:12.000,Direct,1,0
633090494027651510,2017-06-10 18:46:59.000,Paid Search,1,0
627911872499384695,2017-06-19 18:03:13.000,"Referral, Referral, Organic Search, Organic Search, Organic Search",5,0
9083435306748007208,2017-06-24 20:06:07.000,"Organic Search, Organic Search",2,0
5197010601731138144,2017-06-19 18:56:32.000,Organic Search,1,0
4031210768119686086,2017-06-22 14:36:53.000,Organic Search,1,0
2689556653800639103,2017-07-21 01:12:03.000,PURCHASE,1,2
7803437096506812413,2017-07-25 20:49:27.000,Organic Search,1,0
8676763420791275254,2017-07-18 15:53:47.000,Organic Search,1,0
9598871851189945502,2017-07-31 17:40:01.000,PURCHASE,1,1
6701329268278625221,2017-01-09 16:13:36.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral",7,0
6966256087320527646,2017-02-14 02:12:26.000,Direct,1,0
1685152054831161722,2017-05-05 01:31:49.000,"Direct, Direct",2,0
3701126995342341310,2017-03-15 14:48:59.000,"Direct, Referral",2,0
3233846931580119453,2017-04-25 18:28:32.000,"Organic Search, Organic Search",2,0
8459417204266603118,2017-05-11 16:58:39.000,Referral,1,0
8910769516525628891,2017-07-08 17:04:56.000,Referral,1,0
8072259894939566931,2017-05-04 21:55:59.000,"Referral, Referral",2,0
4957726121513589856,2017-05-05 23:17:24.000,Referral,1,0
4102118060900872415,2017-06-02 16:10:43.000,"Referral, Referral, Referral",3,0
3891707253957252733,2017-07-13 15:54:37.000,"Referral, Referral, Referral",3,0
0207758697026045863,2017-06-10 09:25:09.000,Direct,1,0
9784853758319873850,2017-07-17 21:01:59.000,PURCHASE,1,1
4230960861530232531,2017-07-18 19:54:12.000,"Organic Search, Organic Search",2,0
689318192161645703,2017-07-26 17:25:47.000,PURCHASE,1,1
3424918216070852195,2017-08-01 14:11:01.000,PURCHASE,1,1
1804930412747691262,2017-06-16 02:16:55.000,Referral,1,0
2357073894289283929,2016-10-14 16:46:20.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",8,0
5729167288225910625,2016-09-08 19:11:07.000,"PURCHASE, Referral, Referral, Referral, Referral",5,1
3438386296748685726,2016-10-24 17:14:03.000,"Referral, Referral, Referral, Referral, Referral",5,0
5134534584402689966,2016-08-19 13:32:06.000,"Referral, Referral, Referral",3,0
7383823269227966775,2016-10-19 18:15:19.000,"PURCHASE, Referral, Referral, Referral, Referral, Referral, Referral",7,1
6760732402251466726,2016-08-22 15:55:34.000,"PURCHASE, Referral, Referral",3,1
4297151124311422842,2016-08-31 21:32:05.000,"Organic Search, Organic Search, Organic Search",3,0
1832154460054501004,2016-09-09 21:02:38.000,"Referral, Referral",2,0
4332670999936880007,2016-08-31 14:03:03.000,"Direct, Organic Search",2,0
5964418919606294332,2017-02-19 02:00:56.000,"PURCHASE, Referral, Referral, Referral, Referral",5,1
0419611240165258862,2016-09-16 18:57:42.000,"Referral, Referral, Referral",3,0
1023615951662839630,2016-09-22 05:33:45.000,PURCHASE,1,1
897189708290538264,2016-09-20 23:11:46.000,Organic Search,1,0
7010905385006464130,2016-10-19 18:13:14.000,Referral,1,0
0591773013265200816,2016-10-10 22:40:18.000,Organic Search,1,0
438293355702649619,2016-10-13 21:19:38.000,Direct,1,0
4257313700212414419,2016-11-01 15:55:52.000,Referral,1,0
8125338238269523095,2016-10-14 17:04:11.000,PURCHASE,1,1
1063651652107093288,2016-10-26 15:25:14.000,"PURCHASE, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct",15,2
5590743844926892757,2016-10-14 18:40:22.000,Direct,1,0
2402527199731150932,2016-10-20 17:46:04.000,PURCHASE,1,2
0092577710025173656,2016-10-17 23:00:58.000,Organic Search,1,0
7695366805532091485,2016-11-04 15:54:50.000,Referral,1,0
0190642816438085656,2016-12-08 16:24:16.000,"PURCHASE, Referral, Referral",3,1
1338395065492103820,2016-11-10 16:06:48.000,Referral,1,0
6871033222959309564,2016-12-13 17:28:29.000,"Referral, Referral",2,0
0860415108038967350,2017-03-10 02:31:00.000,"PURCHASE, Referral",2,1
7632396110260336309,2016-12-16 19:16:11.000,"Referral, Referral, Referral, Referral, Referral",5,0
1716182036681293379,2016-12-05 07:38:28.000,"Referral, Referral",2,0
8389155277807224818,2016-12-13 04:27:18.000,"PURCHASE, Direct, Direct, Direct",4,1
6179415313155508546,2017-01-03 17:05:37.000,"PURCHASE, Referral",2,1
9746124619174084370,2017-02-22 19:24:35.000,"Referral, Referral, Referral, Referral",4,0
0840608732692239910,2017-01-13 15:20:17.000,Referral,1,0
61892085087294527,2017-01-31 17:39:42.000,"Organic Search, Organic Search, Organic Search",3,0
9921480541153586613,2017-02-12 17:00:10.000,"Referral, Referral",2,0
3474523697794005642,2017-02-20 18:14:42.000,Referral,1,0
0343104487250705794,2017-02-14 16:19:02.000,PURCHASE,1,1
5684662466118174042,2017-02-14 21:28:11.000,Display,1,0
575603546892390824,2017-02-17 03:22:08.000,Referral,1,0
3322842320727852756,2017-04-10 18:48:28.000,Organic Search,1,0
5921718666533314694,2017-03-17 21:40:54.000,"Referral, Organic Search",2,0
3783357047189991250,2017-03-04 01:05:00.000,"PURCHASE, Organic Search",2,1
7108454213160487838,2017-03-27 15:41:31.000,"Referral, Referral, Referral",3,0
5891082663141859878,2017-04-06 16:29:09.000,"Organic Search, Referral, Referral",3,0
129249086143937145,2017-03-25 01:22:10.000,Referral,1,0
8399546162159355177,2017-04-14 02:45:51.000,"Direct, Direct, Direct",3,0
9477829551781094415,2017-04-12 15:58:20.000,Direct,1,0
5250499107867802403,2017-04-21 19:55:23.000,"Referral, Referral",2,0
5858408190498927717,2017-06-27 22:09:59.000,"Referral, Referral, Referral, Referral, Referral, Referral",6,0
980432803323288584,2017-06-12 21:37:17.000,Direct,1,0
0755655563816873558,2017-06-27 04:45:22.000,"Referral, Referral",2,0
4613547766859466698,2017-07-19 15:44:31.000,"Referral, Referral, Referral",3,0
5614933090112217012,2017-07-24 18:33:19.000,"Paid Search, Paid Search, Paid Search",3,0
5753687412615654863,2017-07-13 17:29:27.000,"Referral, Referral, Referral",3,0
146782520456386149,2016-09-08 19:41:04.000,Organic Search,1,0
3905941547672756712,2016-10-18 00:22:10.000,"PURCHASE, Referral, Referral",3,1
6382879633644450477,2016-09-22 04:41:22.000,PURCHASE,1,1
4334012559135160920,2016-09-27 19:44:35.000,Organic Search,1,0
0070976956518566605,2016-09-26 20:55:00.000,"Referral, Referral",2,0
8800711536412818925,2016-10-13 10:05:39.000,Direct,1,0
8740176326132717435,2016-11-01 11:38:21.000,"PURCHASE, Organic Search",2,1
963545935326060098,2016-12-11 18:48:15.000,"Direct, Direct, Direct",3,0
5626321780782440576,2016-11-30 01:54:38.000,Paid Search,1,0
2411322974724385937,2016-12-09 13:56:51.000,Referral,1,0
2814872551544320279,2017-01-09 22:11:48.000,Organic Search,1,0
7394010699967893588,2017-01-23 22:01:51.000,"Referral, Referral, Referral",3,0
4776430236860680101,2017-01-16 08:02:09.000,"Referral, Referral",2,0
2415085382840318427,2017-02-02 23:19:26.000,"Referral, Referral",2,0
8200223105926163583,2017-03-01 05:18:02.000,"Organic Search, Organic Search",2,0
2556948849524550835,2017-04-02 01:50:44.000,Organic Search,1,0
8091819011425358061,2017-03-03 21:12:29.000,Referral,1,0
2620684501904017348,2017-03-15 18:43:44.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral",7,0
0406062413536161782,2017-03-10 01:03:55.000,Referral,1,0
3520716110085025698,2017-04-11 00:01:08.000,"Referral, Referral, Referral",3,0
2196278703508702410,2017-03-18 04:30:50.000,Referral,1,0
9917525450459164301,2017-03-22 22:15:24.000,Direct,1,0
3381137962857755397,2017-03-29 01:44:13.000,Referral,1,0
3570610366124089261,2017-04-10 17:38:08.000,Organic Search,1,0
9603605279207456197,2017-04-19 16:36:30.000,"Organic Search, Organic Search",2,0
4914075329436815761,2017-06-09 19:15:36.000,"Referral, Referral",2,0
8378544677792713974,2017-05-08 20:19:52.000,Organic Search,1,0
6436454707480049919,2017-05-15 19:55:47.000,Referral,1,0
9219439174856712797,2017-06-14 23:41:54.000,Direct,1,0
8855225089630002391,2017-05-17 18:16:35.000,"Direct, Referral",2,0
725981616433523164,2017-06-14 21:45:22.000,"Direct, Display",2,0
8220211701749350854,2017-07-06 04:21:34.000,"Referral, Paid Search",2,0
4143932736586919766,2017-07-09 23:09:19.000,"Referral, Referral, Referral, Referral",4,0
3847010446682215352,2017-06-15 13:24:58.000,Direct,1,0
1270972824994660533,2017-06-16 13:03:41.000,"Referral, Referral",2,0
1947343681843355858,2017-07-10 17:33:39.000,Direct,1,0
7395718173947720444,2017-07-20 03:27:10.000,"Referral, Referral, Referral, Referral",4,0
5584411114546174652,2017-07-26 19:27:37.000,"PURCHASE, Referral, Referral",3,1
1174647913878447921,2017-07-27 20:57:11.000,Referral,1,0
3219030339075413961,2016-11-07 02:04:08.000,Organic Search,1,0
2559541037359538765,2016-11-02 22:47:51.000,Organic Search,1,0
5217184662856598595,2016-12-18 00:53:59.000,Referral,1,0
1868935000075627039,2016-12-16 18:20:57.000,"Organic Search, Organic Search",2,0
0290663072707523580,2017-03-08 23:59:26.000,"PURCHASE, Organic Search, Paid Search, Organic Search, Organic Search, Organic Search",6,1
0405613301455395523,2017-02-16 18:12:43.000,PURCHASE,1,1
6130248785422352959,2017-03-13 19:45:24.000,Referral,1,0
1144189395052969889,2017-03-27 14:15:25.000,"Referral, Referral",2,0
8389503850023713567,2017-04-09 20:39:19.000,"Organic Search, Organic Search",2,0
5720584332217047483,2017-05-03 14:57:30.000,"PURCHASE, Referral, Referral",3,1
4497523886443399219,2017-06-21 16:05:38.000,Referral,1,0
5811368078800551365,2017-06-02 08:52:08.000,PURCHASE,1,1
6085227967956663557,2017-05-20 18:06:57.000,Direct,1,0
6432310188343340425,2017-05-30 22:51:23.000,Direct,1,0
5807278314451544984,2017-07-13 15:56:23.000,Referral,1,0
0169854884741652554,2017-07-19 19:15:00.000,"Referral, Referral, Referral",3,0
2415337345055025215,2017-04-19 15:20:20.000,"Referral, Referral, Referral, Referral",4,0
1682749722677874840,2017-06-13 20:32:11.000,"Referral, Referral",2,0
6035720315860401957,2017-03-18 20:06:01.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",20,0
5615659499306558316,2016-08-05 19:07:39.000,Direct,1,0
2232874791267570747,2016-08-19 16:13:01.000,Referral,1,0
943037327921712050,2016-08-25 16:45:09.000,Referral,1,0
7298179462068144853,2016-08-23 18:16:10.000,"Organic Search, Organic Search, Organic Search, Organic Search",4,0
1228194844972973772,2016-08-17 15:40:05.000,Referral,1,0
4332637852472133654,2017-06-16 19:43:09.000,"Referral, Referral",2,0
2450343366982060398,2016-09-16 13:13:26.000,Referral,1,0
5594550862521912148,2016-08-28 20:12:01.000,Referral,1,0
6722355366831429055,2017-04-16 02:02:16.000,"Referral, Referral, Referral, Referral, Referral, Referral",6,0
2310697779956713856,2016-09-01 22:15:21.000,Organic Search,1,0
8436426603099391262,2016-09-26 00:17:20.000,"PURCHASE, Referral, Referral, Referral, Referral",5,2
4452394555375070876,2016-09-06 23:47:03.000,"Referral, Referral",2,0
2986064566980892993,2016-09-06 18:34:37.000,"Paid Search, Paid Search",2,0
2287637838474850444,2016-09-14 01:13:36.000,"Direct, Direct, Direct, Direct",4,0
2447827715810849371,2016-09-13 20:06:04.000,"Direct, Direct, Direct",3,0
6095240958469403590,2017-03-09 01:41:12.000,Referral,1,0
824955529524013757,2016-11-21 19:27:12.000,"Referral, Referral",2,0
1044832976156649069,2016-09-26 23:15:50.000,"Referral, Referral, Referral",3,0
7515865863351246169,2016-11-06 01:12:24.000,"Referral, Referral, Referral",3,0
0998815629012556775,2016-10-09 22:02:38.000,Direct,1,0
7118356426522960182,2016-10-19 04:43:20.000,Referral,1,0
429905913707585380,2016-10-03 18:30:03.000,"Organic Search, Organic Search",2,0
9733639222165329418,2016-10-06 02:43:41.000,Referral,1,0
4834223815849545406,2016-10-11 15:58:56.000,"Referral, Referral",2,0
8693174288442040841,2017-04-05 00:26:03.000,"Organic Search, Organic Search, Organic Search, Organic Search",4,0
5034741422855713026,2016-10-10 21:57:50.000,Organic Search,1,0
3345163376310988493,2016-11-15 22:17:55.000,"PURCHASE, Direct, Direct",3,3
191995188120830505,2016-12-09 23:28:55.000,Referral,1,0
8730493892218660083,2017-08-01 22:12:41.000,Referral,1,0
1075314772722686078,2016-11-13 02:31:08.000,"Referral, Referral",2,0
1329871856127534519,2016-11-29 18:40:11.000,Referral,1,0
0166887489328887096,2016-11-28 19:39:57.000,Direct,1,0
5576035049116841174,2016-12-04 22:24:11.000,Referral,1,0
7834618145872510794,2016-12-16 20:08:30.000,Referral,1,0
5082310728519609149,2016-12-17 13:16:41.000,"Direct, Direct, Direct, Direct",4,0
2434821222031951612,2016-12-30 23:45:22.000,"Referral, Organic Search",2,0
6773504129316656025,2017-01-17 21:13:37.000,Direct,1,0
1178664219909406421,2017-02-09 18:01:06.000,"Organic Search, Organic Search",2,0
0998406341643073720,2017-03-30 18:50:35.000,"Organic Search, Referral",2,0
1476938238176225678,2017-04-30 20:46:59.000,"PURCHASE, Referral",2,1
6344125332989627562,2017-03-16 16:40:26.000,"Organic Search, Organic Search",2,0
7207269090239542768,2017-04-14 23:25:37.000,"Referral, Referral, Referral",3,0
5263059809967138936,2017-04-07 17:53:40.000,"PURCHASE, Direct",2,3
1541266830764459196,2017-04-12 01:02:07.000,PURCHASE,1,1
8545209036610253088,2017-03-25 00:52:17.000,Referral,1,0
8183327679520713401,2017-04-04 17:18:38.000,"Referral, Referral, Referral, Referral",4,0
713731982901764318,2017-06-01 18:36:54.000,"Referral, Referral, Referral, Referral, Referral, Referral",6,0
9301277772206384773,2017-05-18 11:15:31.000,"Organic Search, Organic Search",2,0
9901114469536551008,2017-04-22 18:05:12.000,Referral,1,0
1582078837281421428,2017-04-27 17:15:11.000,"Organic Search, Organic Search",2,0
7884800380653018929,2017-05-26 19:47:25.000,"Referral, Referral",2,0
387849079599046538,2017-07-31 15:04:11.000,"PURCHASE, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",22,1
7939722678554181163,2017-06-08 23:50:44.000,"Direct, Direct",2,0
3041665208670915405,2017-06-21 05:09:20.000,"Referral, Referral, Referral",3,0
8461110695299432015,2016-09-24 02:37:06.000,Direct,1,0
6642860833043298836,2016-10-04 20:40:39.000,Organic Search,1,0
3320129517544307519,2016-10-20 14:22:02.000,"Referral, Referral",2,0
4724259822631281911,2016-11-17 19:49:16.000,"Referral, Referral, Referral",3,0
4835082938415020542,2016-10-28 02:22:58.000,"PURCHASE, Direct, Direct",3,1
3802905913750930180,2016-10-26 14:19:54.000,Referral,1,0
2120280500988585465,2016-11-20 03:59:17.000,"Paid Search, Organic Search, Organic Search, Organic Search, Display, Display",6,0
9069857677561627108,2016-11-19 04:56:47.000,"Paid Search, Paid Search, Paid Search, Referral",4,0
99879093370825436,2017-06-26 15:05:16.000,"Organic Search, Organic Search",2,0
8635032301713979066,2016-12-16 14:51:48.000,Referral,1,0
5222227778576702992,2016-12-04 00:47:15.000,Organic Search,1,0
7990135994432965391,2016-12-20 19:00:44.000,"PURCHASE, Direct, Direct, Direct, Direct",5,1
2187177207543456316,2016-12-18 19:39:53.000,"Direct, Direct",2,0
9388969702302248585,2017-02-13 18:05:01.000,Referral,1,0
8713712358107522024,2017-02-03 01:09:59.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",5,0
6676417252598129629,2017-01-27 15:00:30.000,Referral,1,0
0366796863244619267,2017-02-27 07:07:04.000,Referral,1,0
2719057200121237933,2017-04-18 15:30:03.000,"Referral, Referral",2,0
4191549815940169115,2017-04-09 22:23:52.000,Referral,1,0
5455606693891929152,2017-04-20 22:55:32.000,"Direct, Direct",2,0
6248428368327517195,2017-04-20 03:08:53.000,Direct,1,0
4388449500360008950,2017-05-24 19:18:58.000,"Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct",9,0
6757157297870594584,2017-06-12 20:15:55.000,Direct,1,0
5811368078800551365,2017-05-17 06:31:55.000,Direct,1,0
8889391457640720040,2017-06-16 18:02:11.000,PURCHASE,1,2
5696607948314871944,2017-06-05 19:57:39.000,"Referral, Referral, Referral, Referral",4,0
5217030869773802032,2017-06-23 01:18:36.000,Referral,1,0
8572246047047081810,2017-07-31 16:43:39.000,"Direct, Direct",2,0
6274615038428740035,2017-07-21 17:17:18.000,Paid Search,1,0
6312194749319574796,2017-07-27 12:54:48.000,Organic Search,1,0
5962830800899970265,2017-07-27 01:38:03.000,Referral,1,0
7105031024714443566,2017-07-28 02:45:06.000,Direct,1,0
654736404761929369,2017-08-01 17:29:03.000,"Referral, Referral",2,0
9150407128657944902,2016-11-09 20:03:11.000,"Referral, Referral",2,0
7980102376114249169,2016-12-05 15:14:15.000,"Referral, Referral",2,0
160575523826516091,2016-12-16 23:21:45.000,Paid Search,1,0
953107632787978757,2017-04-13 05:20:12.000,Organic Search,1,0
8955721323152136358,2017-05-12 01:16:12.000,Referral,1,0
5408240703525920538,2017-06-02 15:11:54.000,Paid Search,1,0
2832807519496817186,2017-06-10 02:21:30.000,Referral,1,0
9363207205094761073,2017-07-13 17:37:36.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",9,0
7517997316226476864,2016-12-06 05:21:25.000,Referral,1,0
6736977205570964943,2017-07-30 01:08:05.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral",7,0
491427743200379908,2017-05-08 03:42:14.000,Direct,1,0
3651236178297413161,2016-08-04 20:05:25.000,Organic Search,1,0
2567500041926407190,2016-08-09 00:11:22.000,"Referral, Referral, Referral",3,0
1308843236768324191,2016-12-01 04:02:50.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Referral, Referral, Referral, Organic Search, Organic Search",12,0
0218721670797647024,2017-04-05 16:50:55.000,"Referral, Referral, Referral",3,0
2720618835767911516,2016-08-09 20:14:56.000,Organic Search,1,0
3424367831137944734,2016-08-10 03:33:56.000,Direct,1,0
3681691345354167550,2016-08-30 15:01:49.000,PURCHASE,1,1
9152155335060859016,2016-08-19 10:31:36.000,Organic Search,1,0
5696877921911680957,2017-06-09 02:55:22.000,Referral,1,0
3988230898728933862,2016-08-23 20:11:12.000,Organic Search,1,0
6173812362189693,2016-08-25 13:11:44.000,"PURCHASE, Direct",2,1
4086591768623181940,2016-08-26 15:07:05.000,Organic Search,1,0
112305056557684257,2016-09-15 15:17:40.000,"PURCHASE, Referral, Referral",3,1
6258496391273943408,2017-01-12 03:46:42.000,"Referral, Referral",2,0
7360768108223062056,2016-09-15 01:13:24.000,"Direct, Direct, Display, Display, Display",5,0
2778479454208664084,2016-09-20 04:11:04.000,"PURCHASE, Direct",2,1
280738376597848400,2016-09-14 19:41:35.000,"PURCHASE, Referral",2,1
8380198705718952326,2016-09-19 01:26:24.000,Organic Search,1,0
7190366246319919792,2016-12-09 18:20:17.000,Organic Search,1,0
1143734033169248522,2016-10-03 07:14:45.000,"Organic Search, Organic Search, Organic Search",3,0
8750540969678184280,2016-10-07 20:06:47.000,"Direct, Referral, Referral, Referral",4,0
668227072565326523,2016-10-06 22:11:50.000,"Paid Search, Paid Search, Paid Search, Paid Search",4,0
9138953117283252035,2017-02-09 21:45:29.000,"Referral, Referral",2,0
3452334912084453714,2017-01-27 23:32:49.000,Referral,1,0
2517364798811740879,2017-02-16 17:53:25.000,"PURCHASE, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct",9,1
3738320234051643877,2016-11-17 14:00:34.000,PURCHASE,1,2
4835082938415020542,2016-11-17 00:03:41.000,"PURCHASE, Direct, Direct, Direct",4,2
383083436389104117,2016-11-14 17:45:52.000,Referral,1,0
3209681780730962666,2016-11-06 07:00:35.000,"Organic Search, Organic Search, Organic Search",3,0
8883600023735279403,2016-12-19 20:28:55.000,PURCHASE,1,1
977244245594974922,2017-01-12 08:27:13.000,Organic Search,1,0
5535005184327242090,2016-12-13 13:02:25.000,Paid Search,1,0
0767090408793298602,2017-05-31 13:19:49.000,"Referral, Referral, Referral",3,0
3682115393898564983,2016-12-16 21:45:16.000,"Referral, Referral",2,0
9963131995239003867,2017-01-24 16:31:26.000,"Referral, Organic Search, Referral, Referral",4,0
1318990660958602931,2017-03-12 04:30:15.000,Organic Search,1,0
3332096924398880004,2017-04-02 13:33:45.000,"Organic Search, Organic Search, Organic Search",3,0
9467619663210756890,2017-04-21 14:51:57.000,"PURCHASE, Direct, Direct, Direct, Direct",5,1
1091802616723319272,2017-04-06 19:40:42.000,"PURCHASE, Referral, Referral, Referral",4,1
2127438408373285198,2017-03-14 10:38:57.000,Organic Search,1,0
7626451325930281264,2017-03-20 14:35:19.000,Referral,1,0
7541330018561344090,2017-04-26 19:15:06.000,"Referral, Referral, Display, Referral",4,0
3602581120186705822,2017-06-20 14:00:29.000,"Direct, Organic Search",2,0
9249130983722228273,2017-07-13 17:52:02.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",9,0
9018439696824607924,2017-06-28 03:21:42.000,Referral,1,0
3870523357204139831,2016-08-17 12:28:38.000,"Referral, Referral, Referral",3,0
330289116549575054,2017-01-12 14:51:33.000,"PURCHASE, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",13,1
3246079438339709804,2017-01-19 18:01:58.000,PURCHASE,1,1
3732860122805248629,2016-11-01 17:32:58.000,"Direct, Referral",2,0
4578640586284138624,2016-10-17 18:38:43.000,"PURCHASE, Organic Search, Organic Search",3,5
4092654193706632876,2016-11-14 23:18:59.000,"Referral, Referral, Organic Search, Organic Search, Organic Search, Organic Search",6,0
1484502136369116439,2016-11-13 15:55:27.000,"Organic Search, Organic Search, Organic Search, Organic Search",4,0
8856514354723478027,2016-10-31 19:53:33.000,Organic Search,1,0
2546464604912220860,2016-11-29 17:29:47.000,Referral,1,0
6760732402251466726,2016-11-18 18:01:02.000,"PURCHASE, Referral",2,14
5921438305564932958,2016-12-13 14:12:57.000,"Social, Social, Referral",3,0
5059670462842291942,2016-12-07 21:29:47.000,"Referral, Referral, Referral, Referral",4,0
5370842366618648178,2016-12-09 20:35:06.000,"Display, Organic Search, Organic Search",3,0
6033687710864775123,2016-12-12 20:35:09.000,Organic Search,1,0
8612454810238832902,2016-12-20 16:41:16.000,Referral,1,0
3538928341316369424,2016-12-29 21:08:17.000,"Organic Search, Referral",2,0
3440941357653473285,2017-01-21 23:33:34.000,Referral,1,0
7552589182628406304,2017-02-23 02:34:56.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",28,0
8322693232285500367,2017-02-10 23:30:43.000,Direct,1,0
92836986022494187,2017-05-05 18:57:30.000,"Direct, Direct",2,0
1817098361006619114,2017-03-29 22:28:15.000,Referral,1,0
9412874126037419152,2017-04-14 01:32:45.000,Direct,1,0
2303199190024622321,2017-04-25 17:12:54.000,Organic Search,1,0
2610708601231231422,2017-05-23 21:07:08.000,PURCHASE,1,1
4785023226103851500,2017-06-30 04:41:52.000,"Referral, Referral, Referral",3,0
426890790154936586,2017-06-01 03:02:29.000,Organic Search,1,0
8525552808729629890,2017-07-05 22:22:45.000,"Direct, Referral",2,0
2054197499443311442,2017-06-06 19:20:06.000,"Direct, Direct",2,0
8194948038979976753,2017-07-11 17:34:35.000,"Direct, Referral, Referral, Referral",4,0
8718769444040470230,2017-07-24 19:54:21.000,Referral,1,0
4406321641138445418,2016-11-02 02:58:02.000,Organic Search,1,0
2831548695576636242,2016-11-28 16:35:37.000,Organic Search,1,0
7501496730606583691,2016-12-07 22:59:58.000,Direct,1,0
