PURCHASE_SESSION_ID,TOUCHPOINT_SESSION_ID,VISITOR_ID,PURCHASE_SESSION_TIMESTAMP,CLOSING_CHANNEL_GROUPING,ANCHOR_TRANSACTION_COUNT,ANCHOR_TRANSACTION_REVENUE,PURCHASE_SEQUENCE,TOUCHPOINT_TIMESTAMP,TOUCHPOINT_CHANNEL_GROUPING
2354405029601095288-1500253112-1500253112,2354405029601095288-1500253112-1500253112,2354405029601095288,2017-07-17 00:58:32.000,Referral,1,43.69,2,2017-07-17 00:58:32.000,Referral
99879093370825436-1498489516-1498489516,99879093370825436-1498489516-1498489516,99879093370825436,2017-06-26 15:05:16.000,Organic Search,1,36,1,2017-06-26 15:05:16.000,Organic Search
1639589047263376521-1475560020-1475560020,1639589047263376521-1475560020-1475560020,1639589047263376521,2016-10-04 05:47:00.000,Referral,1,36.99,1,2016-10-04 05:47:00.000,Referral
1639589047263376521-1477895741-1477895741,1639589047263376521-1475560020-1475560020,1639589047263376521,2016-10-31 06:35:41.000,Referral,1,31.18,2,2016-10-04 05:47:00.000,Referral
0928427495961753778-1481070401-1481070401,0928427495961753778-1480979727-1480979727,0928427495961753778,2016-12-07 00:26:41.000,Direct,1,602.65,1,2016-12-05 23:15:27.000,Direct
4251370728658058928-1498167160-1498167160,4251370728658058928-1498164432-1498164432,4251370728658058928,2017-06-22 21:32:40.000,Referral,1,23.19,1,2017-06-22 20:47:12.000,Referral
2527621344230499541-1481731011-1481731011,2527621344230499541-1481731011-1481731011,2527621344230499541,2016-12-14 15:56:51.000,Organic Search,1,19.99,1,2016-12-14 15:56:51.000,Organic Search
4943672858297748788-1497388284-1497388284,4943672858297748788-1497388284-1497388284,4943672858297748788,2017-06-13 21:11:24.000,Referral,1,23.98,1,2017-06-13 21:11:24.000,Referral
3850630971135697760-1492797717-1492797717,3850630971135697760-1492797717-1492797717,3850630971135697760,2017-04-21 18:01:57.000,Direct,1,77.19,2,2017-04-21 18:01:57.000,Direct
3244885836845029978-1472824817-1472824817,3244885836845029978-1472824817-1472824817,3244885836845029978,2016-09-02 14:00:17.000,Referral,1,578.15,2,2016-09-02 14:00:17.000,Referral
3244885836845029978-1473179166-1473179166,3244885836845029978-1472824817-1472824817,3244885836845029978,2016-09-06 16:26:06.000,Referral,1,579.15,3,2016-09-02 14:00:17.000,Referral
4895568208529244728-1497884880-1497884880,4895568208529244728-1497884880-1497884880,4895568208529244728,2017-06-19 15:08:00.000,Direct,1,21.99,1,2017-06-19 15:08:00.000,Direct
2017396058039056855-1500248987-1500248987,2017396058039056855-1500248987-1500248987,2017396058039056855,2017-07-16 23:49:47.000,Referral,1,31.38,1,2017-07-16 23:49:47.000,Referral
2091880224910053980-1496180445-1496180445,2091880224910053980-1496180445-1496180445,2091880224910053980,2017-05-30 21:40:45.000,Referral,1,49.79,1,2017-05-30 21:40:45.000,Referral
3023987141192180181-1500051119-1500051119,3023987141192180181-1500051119-1500051119,3023987141192180181,2017-07-14 16:51:59.000,Referral,1,11.2,1,2017-07-14 16:51:59.000,Referral
2087880022078046202-1485379213-1485379213,2087880022078046202-1485379213-1485379213,2087880022078046202,2017-01-25 21:20:13.000,Organic Search,1,24.99,1,2017-01-25 21:20:13.000,Organic Search
3232549907391861045-1473884602-1473884602,3232549907391861045-1473884602-1473884602,3232549907391861045,2016-09-14 20:23:22.000,Display,1,121.31,1,2016-09-14 20:23:22.000,Display
1273085493567446879-1472521130-1472521130,1273085493567446879-1471730422-1471730422,1273085493567446879,2016-08-30 01:38:50.000,Organic Search,1,66.91,1,2016-08-20 22:00:22.000,Organic Search
5793548802534178170-1479165686-1479165686,5793548802534178170-1473921784-1473921784,5793548802534178170,2016-11-14 23:21:26.000,Referral,1,68.99,1,2016-09-15 06:43:04.000,Organic Search
9745349280610704454-1499528402-1499528402,9745349280610704454-1499528402-1499528402,9745349280610704454,2017-07-08 15:40:02.000,Organic Search,1,19.99,1,2017-07-08 15:40:02.000,Organic Search
0876622834480671437-1492101601-1492101601,0876622834480671437-1492100665-1492100665,0876622834480671437,2017-04-13 16:40:01.000,Referral,1,31.39,1,2017-04-13 16:24:25.000,Organic Search
949851277313958084-1489974967-1489974967,949851277313958084-1489188780-1489188780,949851277313958084,2017-03-20 01:56:07.000,Organic Search,1,34.97,1,2017-03-10 23:33:00.000,Organic Search
4921413806940784676-1491431290-1491431290,4921413806940784676-1490983210-1490983210,4921413806940784676,2017-04-05 22:28:10.000,Organic Search,3,212.37,1,2017-03-31 18:00:10.000,Organic Search
0123644124068077489-1488504151-1488504151,0123644124068077489-1488504151-1488504151,0123644124068077489,2017-03-03 01:22:31.000,Organic Search,1,46.98,1,2017-03-03 01:22:31.000,Organic Search
6356814303168580391-1486667069-1486667069,6356814303168580391-1486667069-1486667069,6356814303168580391,2017-02-09 19:04:29.000,Organic Search,1,62.99,1,2017-02-09 19:04:29.000,Organic Search
5125176279953727601-1487810701-1487810701,5125176279953727601-1487810701-1487810701,5125176279953727601,2017-02-23 00:45:01.000,Organic Search,1,144.7,1,2017-02-23 00:45:01.000,Organic Search
2141032560407740130-1501011962-1501011962,2141032560407740130-1501011962-1501011962,2141032560407740130,2017-07-25 19:46:02.000,Organic Search,1,65.7,1,2017-07-25 19:46:02.000,Organic Search
403789659645595849-1498688885-1498688885,403789659645595849-1498688885-1498688885,403789659645595849,2017-06-28 22:28:05.000,Organic Search,1,41.98,1,2017-06-28 22:28:05.000,Organic Search
403789659645595849-1499976213-1499976213,403789659645595849-1498688885-1498688885,403789659645595849,2017-07-13 20:03:33.000,Organic Search,1,21.99,2,2017-06-28 22:28:05.000,Organic Search
7877039778064211316-1492744232-1492744232,7877039778064211316-1491101793-1491101793,7877039778064211316,2017-04-21 03:10:32.000,Organic Search,1,2.99,1,2017-04-02 02:56:33.000,Organic Search
2338178303528914061-1489677182-1489677182,2338178303528914061-1489677182-1489677182,2338178303528914061,2017-03-16 15:13:02.000,Organic Search,1,20.19,2,2017-03-16 15:13:02.000,Organic Search
2338178303528914061-1490736279-1490736279,2338178303528914061-1489677182-1489677182,2338178303528914061,2017-03-28 21:24:39.000,Organic Search,1,21.59,3,2017-03-16 15:13:02.000,Organic Search
183237071516128923-1490007652-1490007652,183237071516128923-1490007652-1490007652,183237071516128923,2017-03-20 11:00:52.000,Organic Search,1,16.98,1,2017-03-20 11:00:52.000,Organic Search
1331054854760368915-1491083289-1491083289,1331054854760368915-1490403765-1490403765,1331054854760368915,2017-04-01 21:48:09.000,Organic Search,1,2.99,1,2017-03-25 01:02:45.000,Organic Search
6390628371128313999-1501166268-1501166268,6390628371128313999-1501166268-1501166268,6390628371128313999,2017-07-27 14:37:48.000,Paid Search,1,103.54,1,2017-07-27 14:37:48.000,Paid Search
6091498163535424271-1471211065-1471211065,6091498163535424271-1470091861-1470091861,6091498163535424271,2016-08-14 21:44:25.000,Organic Search,1,42.91,1,2016-08-01 22:51:01.000,Paid Search
9002364108822836989-1495565336-1495565336,9002364108822836989-1494267931-1494267931,9002364108822836989,2017-05-23 18:48:56.000,Paid Search,1,78.33,1,2017-05-08 18:25:31.000,Organic Search
9101737200885775701-1495739459-1495739459,9101737200885775701-1495739459-1495739459,9101737200885775701,2017-05-25 19:10:59.000,Referral,1,27.99,1,2017-05-25 19:10:59.000,Referral
2765600170836507620-1498874527-1498874527,2765600170836507620-1498874527-1498874527,2765600170836507620,2017-07-01 02:02:07.000,Organic Search,1,20.39,1,2017-07-01 02:02:07.000,Organic Search
4571278149582877432-1488948453-1488948453,4571278149582877432-1488948453-1488948453,4571278149582877432,2017-03-08 04:47:33.000,Social,1,25.99,1,2017-03-08 04:47:33.000,Social
1833474884498014374-1487372328-1487372328,1833474884498014374-1487372328-1487372328,1833474884498014374,2017-02-17 22:58:48.000,Direct,1,76.18,1,2017-02-17 22:58:48.000,Direct
6321703139771704283-1486506381-1486506381,6321703139771704283-1486506381-1486506381,6321703139771704283,2017-02-07 22:26:21.000,Referral,1,21.98,1,2017-02-07 22:26:21.000,Referral
0007933257389091624-1493664333-1493664333,0007933257389091624-1493664333-1493664333,0007933257389091624,2017-05-01 18:45:33.000,Direct,1,37.59,1,2017-05-01 18:45:33.000,Direct
6391006534663669857-1480613779-1480613779,6391006534663669857-1480613779-1480613779,6391006534663669857,2016-12-01 17:36:19.000,Direct,1,11.39,1,2016-12-01 17:36:19.000,Direct
5682452231721622029-1476572472-1476572472,5682452231721622029-1476477054-1476477054,5682452231721622029,2016-10-15 23:01:12.000,Organic Search,1,22,3,2016-10-14 20:30:54.000,Organic Search
827758820563592695-1481952033-1481952033,827758820563592695-1481150900-1481150900,827758820563592695,2016-12-17 05:20:33.000,Organic Search,1,80.96,1,2016-12-07 22:48:20.000,Organic Search
5715888696810396175-1480557934-1480557934,5715888696810396175-1480557934-1480557934,5715888696810396175,2016-12-01 02:05:34.000,Referral,1,21.19,1,2016-12-01 02:05:34.000,Referral
8439747176401083617-1477511778-1477511778,8439747176401083617-1477511778-1477511778,8439747176401083617,2016-10-26 19:56:18.000,Referral,1,46.77,1,2016-10-26 19:56:18.000,Referral
3473394703672890486-1490114242-1490114242,3473394703672890486-1490114242-1490114242,3473394703672890486,2017-03-21 16:37:22.000,Referral,1,18.99,1,2017-03-21 16:37:22.000,Referral
1722480716347032461-1499824255-1499824255,1722480716347032461-1499820158-1499820158,1722480716347032461,2017-07-12 01:50:55.000,Referral,1,86.05,1,2017-07-12 00:42:38.000,Referral
1070774421633587976-1473804398-1473804398,1070774421633587976-1473788915-1473788915,1070774421633587976,2016-09-13 22:06:38.000,Direct,5,2771.44,1,2016-09-13 17:48:35.000,Direct
2969418676126258798-1501257322-1501257322,2969418676126258798-1498084006-1498084006,2969418676126258798,2017-07-28 15:55:22.000,Referral,1,552.05,1,2017-06-21 22:26:46.000,Referral
1028027052924107685-1498576584-1498576584,1028027052924107685-1498576584-1498576584,1028027052924107685,2017-06-27 15:16:24.000,Direct,1,69.18,1,2017-06-27 15:16:24.000,Direct
913669713966268757-1473957287-1473957287,913669713966268757-1472653600-1472653600,913669713966268757,2016-09-15 16:34:47.000,Referral,1,306.85,1,2016-08-31 14:26:40.000,Referral
9501935735689807050-1482420560-1482420560,9501935735689807050-1482354694-1482354694,9501935735689807050,2016-12-22 15:29:20.000,Referral,1,19.19,1,2016-12-21 21:11:34.000,Referral
2751354013646268533-1487106483-1487106483,2751354013646268533-1487106483-1487106483,2751354013646268533,2017-02-14 21:08:03.000,Referral,1,8.19,1,2017-02-14 21:08:03.000,Referral
6567450857887663751-1477840582-1477840582,6567450857887663751-1477840582-1477840582,6567450857887663751,2016-10-30 15:16:22.000,Referral,1,21.19,1,2016-10-30 15:16:22.000,Referral
4138727297471841879-1493852963-1493852963,4138727297471841879-1493852963-1493852963,4138727297471841879,2017-05-03 23:09:23.000,Direct,1,38.59,1,2017-05-03 23:09:23.000,Direct
7435052038545127483-1473878637-1473878637,7435052038545127483-1473805753-1473805753,7435052038545127483,2016-09-14 18:43:57.000,Referral,1,350.84,3,2016-09-13 22:29:13.000,Referral
5515350445753934486-1474937175-1474937175,5515350445753934486-1474916150-1474916150,5515350445753934486,2016-09-27 00:46:15.000,Direct,1,122.94,1,2016-09-26 18:55:50.000,Direct
1996773434304553418-1487835927-1487835927,1996773434304553418-1487835927-1487835927,1996773434304553418,2017-02-23 07:45:27.000,Referral,1,45.79,1,2017-02-23 07:45:27.000,Referral
6779452888201593499-1492449129-1492449129,6779452888201593499-1492449129-1492449129,6779452888201593499,2017-04-17 17:12:09.000,Direct,1,16.98,1,2017-04-17 17:12:09.000,Direct
5183210238809213015-1474317157-1474317157,5183210238809213015-1474317157-1474317157,5183210238809213015,2016-09-19 20:32:37.000,Referral,1,33.18,2,2016-09-19 20:32:37.000,Referral
407927208045481071-1474582401-1474582401,407927208045481071-1474582401-1474582401,407927208045481071,2016-09-22 22:13:21.000,Referral,1,35.18,2,2016-09-22 22:13:21.000,Referral
407927208045481071-1479130166-1479130166,407927208045481071-1474582401-1474582401,407927208045481071,2016-11-14 13:29:26.000,Referral,1,90.01,3,2016-09-22 22:13:21.000,Referral
7917962954244786091-1481683233-1481683233,7917962954244786091-1481683233-1481683233,7917962954244786091,2016-12-14 02:40:33.000,Organic Search,1,19.99,1,2016-12-14 02:40:33.000,Organic Search
5540724306740925009-1499697853-1499697853,5540724306740925009-1499697853-1499697853,5540724306740925009,2017-07-10 14:44:13.000,Referral,1,35.19,1,2017-07-10 14:44:13.000,Referral
2773403605706356104-1478295755-1478295755,2773403605706356104-1478295755-1478295755,2773403605706356104,2016-11-04 21:42:35.000,Referral,1,62.99,1,2016-11-04 21:42:35.000,Referral
7376750587981554489-1491407500-1491407500,7376750587981554489-1491407500-1491407500,7376750587981554489,2017-04-05 15:51:40.000,Organic Search,1,17.99,1,2017-04-05 15:51:40.000,Organic Search
1034854340187473312-1495454472-1495454472,1034854340187473312-1495454472-1495454472,1034854340187473312,2017-05-22 12:01:12.000,Referral,1,29.18,1,2017-05-22 12:01:12.000,Referral
3072906415117777345-1488040204-1488040204,3072906415117777345-1488040204-1488040204,3072906415117777345,2017-02-25 16:30:04.000,Referral,1,28.19,1,2017-02-25 16:30:04.000,Referral
3072906415117777345-1488809674-1488809674,3072906415117777345-1488040204-1488040204,3072906415117777345,2017-03-06 14:14:34.000,Referral,1,77.97,2,2017-02-25 16:30:04.000,Referral
0047471876951764213-1482340797-1482340797,0047471876951764213-1482340797-1482340797,0047471876951764213,2016-12-21 17:19:57.000,Paid Search,1,20.59,1,2016-12-21 17:19:57.000,Paid Search
8445874485122538874-1482009431-1482009431,8445874485122538874-1482009431-1482009431,8445874485122538874,2016-12-17 21:17:11.000,Direct,1,52.98,1,2016-12-17 21:17:11.000,Direct
7697210138804043868-1496862775-1496862775,7697210138804043868-1496862775-1496862775,7697210138804043868,2017-06-07 19:12:55.000,Referral,1,27.5,1,2017-06-07 19:12:55.000,Referral
7697210138804043868-1497725812-1497725812,7697210138804043868-1496862775-1496862775,7697210138804043868,2017-06-17 18:56:52.000,Referral,1,71.43,2,2017-06-07 19:12:55.000,Referral
1323672990415209613-1483200850-1483200850,1323672990415209613-1483200850-1483200850,1323672990415209613,2016-12-31 16:14:10.000,Organic Search,1,14.99,1,2016-12-31 16:14:10.000,Organic Search
7298416213438900925-1498163385-1498163385,7298416213438900925-1498163385-1498163385,7298416213438900925,2017-06-22 20:29:45.000,Organic Search,1,121.4,2,2017-06-22 20:29:45.000,Organic Search
7813149961404844386-1492022498-1492022498,7813149961404844386-1492022498-1492022498,7813149961404844386,2017-04-12 18:41:38.000,Direct,1,57.07,26,2017-04-12 18:41:38.000,Direct
7813149961404844386-1492110953-1492110953,7813149961404844386-1492022498-1492022498,7813149961404844386,2017-04-13 19:15:53.000,Direct,1,47.99,27,2017-04-12 18:41:38.000,Direct
553274180487420287-1492233591-1492233591,553274180487420287-1492233591-1492233591,553274180487420287,2017-04-15 05:19:51.000,Direct,1,82.96,1,2017-04-15 05:19:51.000,Direct
3658091589289896549-1497551425-1497551425,3658091589289896549-1497551425-1497551425,3658091589289896549,2017-06-15 18:30:25.000,Referral,1,287,2,2017-06-15 18:30:25.000,Referral
5289228483445260579-1495042003-1495042003,5289228483445260579-1495042003-1495042003,5289228483445260579,2017-05-17 17:26:43.000,Referral,1,24.99,1,2017-05-17 17:26:43.000,Referral
1685335291483410828-1501613798-1501613798,1685335291483410828-1501613798-1501613798,1685335291483410828,2017-08-01 18:56:38.000,Direct,1,5.99,1,2017-08-01 18:56:38.000,Direct
1258025464074687360-1496956005-1496956005,1258025464074687360-1496956005-1496956005,1258025464074687360,2017-06-08 21:06:45.000,Direct,1,91.57,1,2017-06-08 21:06:45.000,Direct
2903698319711886789-1490669061-1490669061,2903698319711886789-1490669061-1490669061,2903698319711886789,2017-03-28 02:44:21.000,Direct,1,49.98,1,2017-03-28 02:44:21.000,Direct
020153652546549774-1471532396-1471532396,020153652546549774-1471529072-1471529072,020153652546549774,2016-08-18 14:59:56.000,Referral,1,69.22,1,2016-08-18 14:04:32.000,Referral
1720457021844230550-1493758223-1493758223,1720457021844230550-1493225011-1493225011,1720457021844230550,2017-05-02 20:50:23.000,Referral,1,124.24,1,2017-04-26 16:43:31.000,Referral
4893030302006714352-1481589020-1481589020,4893030302006714352-1480873737-1480873737,4893030302006714352,2016-12-13 00:30:20.000,Direct,1,104.33,1,2016-12-04 17:48:57.000,Direct
1021564728056895088-1484363019-1484363019,1021564728056895088-1484363019-1484363019,1021564728056895088,2017-01-14 03:03:39.000,Paid Search,1,23.99,1,2017-01-14 03:03:39.000,Paid Search
3657728344837138607-1487647180-1487647180,3657728344837138607-1487647180-1487647180,3657728344837138607,2017-02-21 03:19:40.000,Referral,1,65.99,1,2017-02-21 03:19:40.000,Referral
0354852234744200549-1474245514-1474245514,0354852234744200549-1474245514-1474245514,0354852234744200549,2016-09-19 00:38:34.000,Referral,1,32.78,1,2016-09-19 00:38:34.000,Referral
469837372694186370-1475628538-1475628538,469837372694186370-1475628538-1475628538,469837372694186370,2016-10-05 00:48:58.000,Organic Search,1,24.99,1,2016-10-05 00:48:58.000,Organic Search
2913067759054132692-1489020391-1489020391,2913067759054132692-1484619705-1484619705,2913067759054132692,2017-03-09 00:46:31.000,Organic Search,1,68.37,1,2017-01-17 02:21:45.000,Organic Search
1453691519754231663-1492197231-1492197231,1453691519754231663-1492110718-1492110718,1453691519754231663,2017-04-14 19:13:51.000,Direct,1,68.6,1,2017-04-13 19:11:58.000,Direct
6277534179248390932-1479583516-1479583516,6277534179248390932-1479583516-1479583516,6277534179248390932,2016-11-19 19:25:16.000,Direct,1,21.99,1,2016-11-19 19:25:16.000,Direct
0209588266013545629-1490390775-1490390775,0209588266013545629-1490157329-1490157329,0209588266013545629,2017-03-24 21:26:15.000,Referral,1,64.99,1,2017-03-22 04:35:29.000,Referral
0643786734868244401-1482120932-1482120932,0643786734868244401-1475074136-1475074136,0643786734868244401,2016-12-19 04:15:32.000,Paid Search,1,58.52,1,2016-09-28 14:48:56.000,Referral
4345063544012377407-1478315301-1478315301,4345063544012377407-1478315301-1478315301,4345063544012377407,2016-11-05 03:08:21.000,Organic Search,1,4.99,1,2016-11-05 03:08:21.000,Organic Search
0214776722271775969-1486076177-1486076177,0214776722271775969-1486076177-1486076177,0214776722271775969,2017-02-02 22:56:17.000,Referral,1,278.7,1,2017-02-02 22:56:17.000,Referral
0214776722271775969-1494367905-1494367905,0214776722271775969-1486076177-1486076177,0214776722271775969,2017-05-09 22:11:45.000,Referral,1,361.2,2,2017-02-02 22:56:17.000,Referral
8883600023735279403-1481063006-1481063006,8883600023735279403-1481055154-1481055154,8883600023735279403,2016-12-06 22:23:26.000,Organic Search,1,528.8,1,2016-12-06 20:12:34.000,Organic Search
5608024897662602499-1478614164-1478614164,5608024897662602499-1478614164-1478614164,5608024897662602499,2016-11-08 14:09:24.000,Paid Search,1,206.9,1,2016-11-08 14:09:24.000,Paid Search
3939473019641912529-1489897687-1489897687,3939473019641912529-1489897687-1489897687,3939473019641912529,2017-03-19 04:28:07.000,Direct,1,29.99,1,2017-03-19 04:28:07.000,Direct
3999554333299831637-1472501502-1472501502,3999554333299831637-1470864187-1470864187,3999554333299831637,2016-08-29 20:11:42.000,Referral,1,38.07,1,2016-08-10 21:23:07.000,Referral
4365809776716151144-1483988529-1483988529,4365809776716151144-1483988529-1483988529,4365809776716151144,2017-01-09 19:02:09.000,Display,1,106,1,2017-01-09 19:02:09.000,Display
4859844656224235412-1487373098-1487373098,4859844656224235412-1487373098-1487373098,4859844656224235412,2017-02-17 23:11:38.000,Paid Search,1,85.98,1,2017-02-17 23:11:38.000,Paid Search
0744194450160663160-1495581116-1495581116,0744194450160663160-1495581116-1495581116,0744194450160663160,2017-05-23 23:11:56.000,Organic Search,1,106,1,2017-05-23 23:11:56.000,Organic Search
1575299870459163170-1499816891-1499816891,1575299870459163170-1499816891-1499816891,1575299870459163170,2017-07-11 23:48:11.000,Organic Search,1,29.89,1,2017-07-11 23:48:11.000,Organic Search
2479467739525533377-1494257220-1494257220,2479467739525533377-1493815888-1493815888,2479467739525533377,2017-05-08 15:27:00.000,Organic Search,1,967,1,2017-05-03 12:51:28.000,Organic Search
0348842070964414318-1494618681-1494618681,0348842070964414318-1494517752-1494517752,0348842070964414318,2017-05-12 19:51:21.000,Organic Search,1,71.19,1,2017-05-11 15:49:12.000,Organic Search
2224572703195879390-1493876287-1493876287,2224572703195879390-1493876287-1493876287,2224572703195879390,2017-05-04 05:38:07.000,Organic Search,1,88.99,1,2017-05-04 05:38:07.000,Organic Search
2224572703195879390-1499129057-1499129057,2224572703195879390-1493876287-1493876287,2224572703195879390,2017-07-04 00:44:17.000,Organic Search,2,79.18,2,2017-05-04 05:38:07.000,Organic Search
7363830162579680921-1475323821-1475323821,7363830162579680921-1475323821-1475323821,7363830162579680921,2016-10-01 12:10:21.000,Paid Search,1,19.99,1,2016-10-01 12:10:21.000,Paid Search
7017716009560683263-1498860589-1498860589,7017716009560683263-1498860589-1498860589,7017716009560683263,2017-06-30 22:09:49.000,Paid Search,1,13.99,1,2017-06-30 22:09:49.000,Paid Search
4334012559135160920-1475005475-1475005475,4334012559135160920-1474902975-1474902975,4334012559135160920,2016-09-27 19:44:35.000,Organic Search,1,54.75,1,2016-09-26 15:16:15.000,Organic Search
1924994271392732198-1474649077-1474649077,1924994271392732198-1474244219-1474244219,1924994271392732198,2016-09-23 16:44:37.000,Organic Search,1,41.98,1,2016-09-19 00:16:59.000,Organic Search
7552589182628406304-1487817296-1487817296,7552589182628406304-1487817296-1487817296,7552589182628406304,2017-02-23 02:34:56.000,Organic Search,1,128.99,1,2017-02-23 02:34:56.000,Organic Search
8181960330163795224-1476657371-1476657371,8181960330163795224-1476657371-1476657371,8181960330163795224,2016-10-16 22:36:11.000,Organic Search,1,20.99,1,2016-10-16 22:36:11.000,Organic Search
5564329510174099370-1499776728-1499776728,5564329510174099370-1499776728-1499776728,5564329510174099370,2017-07-11 12:38:48.000,Organic Search,1,142.58,1,2017-07-11 12:38:48.000,Organic Search
0450212169679268027-1495208044-1495208044,0450212169679268027-1495208044-1495208044,0450212169679268027,2017-05-19 15:34:04.000,Organic Search,1,34.98,1,2017-05-19 15:34:04.000,Organic Search
0967411898534662501-1474426024-1474426024,0967411898534662501-1474423873-1474423873,0967411898534662501,2016-09-21 02:47:04.000,Organic Search,1,30.99,1,2016-09-21 02:11:13.000,Organic Search
4080205023999534215-1492721110-1492721110,4080205023999534215-1492721110-1492721110,4080205023999534215,2017-04-20 20:45:10.000,Organic Search,1,42.8,1,2017-04-20 20:45:10.000,Organic Search
819367840635364021-1491330776-1491330776,819367840635364021-1491330776-1491330776,819367840635364021,2017-04-04 18:32:56.000,Organic Search,1,4.98,1,2017-04-04 18:32:56.000,Organic Search
7878351670032839098-1492196712-1492196712,7878351670032839098-1492196712-1492196712,7878351670032839098,2017-04-14 19:05:12.000,Organic Search,1,12.99,1,2017-04-14 19:05:12.000,Organic Search
7878351670032839098-1493055350-1493055350,7878351670032839098-1492196712-1492196712,7878351670032839098,2017-04-24 17:35:50.000,Organic Search,1,102.99,2,2017-04-14 19:05:12.000,Organic Search
6615374904571614092-1488695634-1488695634,6615374904571614092-1488695634-1488695634,6615374904571614092,2017-03-05 06:33:54.000,Organic Search,1,18.99,1,2017-03-05 06:33:54.000,Organic Search
7974559694020168451-1490693784-1490693784,7974559694020168451-1490693784-1490693784,7974559694020168451,2017-03-28 09:36:24.000,Organic Search,1,26,1,2017-03-28 09:36:24.000,Organic Search
6361909939784591562-1490798254-1490798254,6361909939784591562-1490798254-1490798254,6361909939784591562,2017-03-29 14:37:34.000,Organic Search,1,28.99,1,2017-03-29 14:37:34.000,Organic Search
1342022667208741287-1494027205-1494027205,1342022667208741287-1494027205-1494027205,1342022667208741287,2017-05-05 23:33:25.000,Organic Search,1,27.45,1,2017-05-05 23:33:25.000,Organic Search
9193930054101057748-1490890450-1490890450,9193930054101057748-1488897188-1488897188,9193930054101057748,2017-03-30 16:14:10.000,Organic Search,1,26.19,2,2017-03-07 14:33:08.000,Organic Search
0246574639180766080-1480722169-1480722169,0246574639180766080-1479151886-1479151886,0246574639180766080,2016-12-02 23:42:49.000,Referral,1,57.37,1,2016-11-14 19:31:26.000,Referral
9161549067325106850-1497216260-1497216260,9161549067325106850-1497216260-1497216260,9161549067325106850,2017-06-11 21:24:20.000,Organic Search,1,28.99,1,2017-06-11 21:24:20.000,Organic Search
042744959300558986-1493152659-1493152659,042744959300558986-1492713001-1492713001,042744959300558986,2017-04-25 20:37:39.000,Referral,1,29.78,1,2017-04-20 18:30:01.000,Referral
2528551022767237058-1482079220-1482079220,2528551022767237058-1481926964-1481926964,2528551022767237058,2016-12-18 16:40:20.000,Referral,1,67.99,1,2016-12-16 22:22:44.000,Referral
1707670844479658461-1472489070-1472489070,1707670844479658461-1472489070-1472489070,1707670844479658461,2016-08-29 16:44:30.000,Direct,1,136.28,2,2016-08-29 16:44:30.000,Direct
2101142366050947272-1481867475-1481867475,2101142366050947272-1481859868-1481859868,2101142366050947272,2016-12-16 05:51:15.000,Referral,2,159.36,1,2016-12-16 03:44:28.000,Referral
2430938506817988626-1481228194-1481228194,2430938506817988626-1481228194-1481228194,2430938506817988626,2016-12-08 20:16:34.000,Direct,1,703,1,2016-12-08 20:16:34.000,Direct
7139641432934028349-1498185545-1498185545,7139641432934028349-1498185545-1498185545,7139641432934028349,2017-06-23 02:39:05.000,Referral,1,60.16,1,2017-06-23 02:39:05.000,Referral
8398495866792940081-1485128091-1485128091,8398495866792940081-1485128091-1485128091,8398495866792940081,2017-01-22 23:34:51.000,Paid Search,1,16.19,3,2017-01-22 23:34:51.000,Paid Search
1581347276539058289-1474897968-1474897968,1581347276539058289-1474897968-1474897968,1581347276539058289,2016-09-26 13:52:48.000,Direct,1,194.6,1,2016-09-26 13:52:48.000,Direct
1470956649294061383-1497632044-1497632044,1470956649294061383-1497632044-1497632044,1470956649294061383,2017-06-16 16:54:04.000,Direct,1,22.02,2,2017-06-16 16:54:04.000,Direct
1470956649294061383-1498492304-1498492304,1470956649294061383-1497632044-1497632044,1470956649294061383,2017-06-26 15:51:44.000,Direct,1,60.79,3,2017-06-16 16:54:04.000,Direct
895520819465154077-1490751538-1490751538,895520819465154077-1490751538-1490751538,895520819465154077,2017-03-29 01:38:58.000,Referral,1,100.97,1,2017-03-29 01:38:58.000,Referral
4422460864147269736-1470760752-1470760752,4422460864147269736-1470760752-1470760752,4422460864147269736,2016-08-09 16:39:12.000,Direct,1,848.92,1,2016-08-09 16:39:12.000,Direct
4422460864147269736-1471213787-1471213787,4422460864147269736-1470760752-1470760752,4422460864147269736,2016-08-14 22:29:47.000,Direct,2,1885.26,2,2016-08-09 16:39:12.000,Direct
8414559574499268646-1470343566-1470343566,8414559574499268646-1470259049-1470259049,8414559574499268646,2016-08-04 20:46:06.000,Referral,1,20.59,1,2016-08-03 21:17:29.000,Referral
9424126722376172691-1481056903-1481056903,9424126722376172691-1481056903-1481056903,9424126722376172691,2016-12-06 20:41:43.000,Direct,1,219.7,1,2016-12-06 20:41:43.000,Direct
8889391457640720040-1495938612-1495938612,8889391457640720040-1495938612-1495938612,8889391457640720040,2017-05-28 02:30:12.000,Direct,1,114.88,2,2017-05-28 02:30:12.000,Direct
8889391457640720040-1497636131-1497636131,8889391457640720040-1495938612-1495938612,8889391457640720040,2017-06-16 18:02:11.000,Direct,1,105.5,3,2017-05-28 02:30:12.000,Direct
0601406166745975278-1478098902-1478098902,0601406166745975278-1478098902-1478098902,0601406166745975278,2016-11-02 15:01:42.000,Referral,1,20.19,1,2016-11-02 15:01:42.000,Referral
