VISITOR_ID,PURCHASE_SESSION_ID,TOUCHPOINT_SESSION_ID,TOUCHPOINT_CHANNEL_GROUPING,LINEAR_CREDIT_TRANSACTIONS,LINEAR_CREDIT_REVENUE,LAST_TOUCH_CREDIT_TRANSACTIONS,LAST_TOUCH_CREDIT_REVENUE
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1478007873-1478007873,Organic Search,0.066667,67.698666667,1,1015.48
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1477963891-1477963891,Organic Search,0.066667,67.698666667,0,0
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1476653546-1476653546,Organic Search,0.066667,67.698666667,0,0
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1476710555-1476710555,Organic Search,0.066667,67.698666667,0,0
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1476619873-1476619873,Organic Search,0.066667,67.698666667,0,0
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1477148871-1477148871,Organic Search,0.066667,67.698666667,0,0
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1476707805-1476707805,Organic Search,0.066667,67.698666667,0,0
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1476747179-1476747179,Organic Search,0.066667,67.698666667,0,0
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1476510883-1476510883,Direct,0.066667,67.698666667,0,0
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1477131658-1477131658,Organic Search,0.066667,67.698666667,0,0
1480311877127336013,1480311877127336013-1478007873-1478007873,1480311877127336013-1477921318-1477921318,Organic Search,0.066667,67.698666667,0,0
1081131800379517088,1081131800379517088-1482519494-1482519494,1081131800379517088-1482519494-1482519494,Organic Search,0.333333,16.93,1,50.79
1081131800379517088,1081131800379517088-1482519494-1482519494,1081131800379517088-1481904443-1481904443,Referral,0.333333,16.93,0,0
1081131800379517088,1081131800379517088-1482519494-1482519494,1081131800379517088-1481909497-1481909497,Organic Search,0.333333,16.93,0,0
4271792018121577582,4271792018121577582-1489081711-1489081711,4271792018121577582-1487714423-1487714423,Direct,0.200000,20.99,0,0
4271792018121577582,4271792018121577582-1489081711-1489081711,4271792018121577582-1488903711-1488903711,Direct,0.200000,20.99,0,0
4271792018121577582,4271792018121577582-1489081711-1489081711,4271792018121577582-1488904042-1488904042,Referral,0.200000,20.99,0,0
4271792018121577582,4271792018121577582-1489081711-1489081711,4271792018121577582-1487705695-1487705695,Direct,0.200000,20.99,0,0
4271792018121577582,4271792018121577582-1489081711-1489081711,4271792018121577582-1489081711-1489081711,Referral,0.200000,20.99,1,104.95
5331056297862855879,5331056297862855879-1479569232-1479569232,5331056297862855879-1478347717-1478347717,Organic Search,0.333333,35.993333333,0,0
5331056297862855879,5331056297862855879-1479569232-1479569232,5331056297862855879-1478347669-1478347669,Referral,0.333333,35.993333333,0,0
5331056297862855879,5331056297862855879-1479569232-1479569232,5331056297862855879-1479569232-1479569232,Organic Search,0.333333,35.993333333,1,107.98
4882055783656603340,4882055783656603340-1495460376-1495460376,4882055783656603340-1494604348-1494604348,Display,0.166667,7.496666667,0,0
4882055783656603340,4882055783656603340-1495460376-1495460376,4882055783656603340-1494506363-1494506363,Display,0.166667,7.496666667,0,0
4882055783656603340,4882055783656603340-1495460376-1495460376,4882055783656603340-1494776398-1494776398,Display,0.166667,7.496666667,0,0
4882055783656603340,4882055783656603340-1495460376-1495460376,4882055783656603340-1493759166-1493759166,Direct,0.166667,7.496666667,0,0
4882055783656603340,4882055783656603340-1495460376-1495460376,4882055783656603340-1495032789-1495032789,Display,0.166667,7.496666667,0,0
4882055783656603340,4882055783656603340-1495460376-1495460376,4882055783656603340-1495460376-1495460376,Display,0.166667,7.496666667,1,44.98
3500440264779811239,3500440264779811239-1476372664-1476372664,3500440264779811239-1475767526-1475767526,Display,0.666667,77.9,0,0
3500440264779811239,3500440264779811239-1476372664-1476372664,3500440264779811239-1476372664-1476372664,Organic Search,0.666667,77.9,2,233.7
3500440264779811239,3500440264779811239-1476372664-1476372664,3500440264779811239-1475605677-1475605677,Display,0.666667,77.9,0,0
5991536664355896877,5991536664355896877-1500855705-1500855705,5991536664355896877-1500688554-1500688554,Display,0.333333,19.66,0,0
5991536664355896877,5991536664355896877-1500855705-1500855705,5991536664355896877-1500675329-1500675329,Display,0.333333,19.66,0,0
5991536664355896877,5991536664355896877-1500855705-1500855705,5991536664355896877-1500855705-1500855705,Referral,0.333333,19.66,1,58.98
3295470093238310609,3295470093238310609-1499729470-1499729470,3295470093238310609-1481566007-1481566007,Organic Search,0.200000,9.574,0,0
3295470093238310609,3295470093238310609-1499729470-1499729470,3295470093238310609-1482380409-1482380409,Organic Search,0.200000,9.574,0,0
3295470093238310609,3295470093238310609-1499729470-1499729470,3295470093238310609-1481543661-1481543661,Organic Search,0.200000,9.574,0,0
3295470093238310609,3295470093238310609-1499729470-1499729470,3295470093238310609-1498751543-1498751543,Organic Search,0.200000,9.574,0,0
3295470093238310609,3295470093238310609-1499729470-1499729470,3295470093238310609-1499729470-1499729470,Paid Search,0.200000,9.574,1,47.87
4068416534578096540,4068416534578096540-1499449007-1499449007,4068416534578096540-1499437914-1499437914,Direct,0.200000,78.508,0,0
4068416534578096540,4068416534578096540-1499449007-1499449007,4068416534578096540-1499355870-1499355870,Direct,0.200000,78.508,0,0
4068416534578096540,4068416534578096540-1499449007-1499449007,4068416534578096540-1499365365-1499365365,Direct,0.200000,78.508,0,0
4068416534578096540,4068416534578096540-1499449007-1499449007,4068416534578096540-1499449007-1499449007,Referral,0.200000,78.508,1,392.54
4068416534578096540,4068416534578096540-1499449007-1499449007,4068416534578096540-1499362775-1499362775,Direct,0.200000,78.508,0,0
7635012716697544709,7635012716697544709-1490732099-1490732099,7635012716697544709-1488898814-1488898814,Direct,0.250000,4.4975,0,0
7635012716697544709,7635012716697544709-1490732099-1490732099,7635012716697544709-1490732099-1490732099,Organic Search,0.250000,4.4975,1,17.99
7635012716697544709,7635012716697544709-1490732099-1490732099,7635012716697544709-1489331374-1489331374,Organic Search,0.250000,4.4975,0,0
7635012716697544709,7635012716697544709-1490732099-1490732099,7635012716697544709-1490720253-1490720253,Organic Search,0.250000,4.4975,0,0
118139814032445850,118139814032445850-1497036078-1497036078,118139814032445850-1490891990-1490891990,Referral,0.200000,15.632,0,0
118139814032445850,118139814032445850-1497036078-1497036078,118139814032445850-1497031950-1497031950,Organic Search,0.200000,15.632,0,0
118139814032445850,118139814032445850-1497036078-1497036078,118139814032445850-1497035950-1497035950,Organic Search,0.200000,15.632,0,0
118139814032445850,118139814032445850-1497036078-1497036078,118139814032445850-1497036078-1497036078,Referral,0.200000,15.632,1,78.16
118139814032445850,118139814032445850-1497036078-1497036078,118139814032445850-1490911760-1490911760,Referral,0.200000,15.632,0,0
3835134197841326255,3835134197841326255-1487265868-1487265868,3835134197841326255-1483461020-1483461020,Direct,0.250000,305.4375,0,0
3835134197841326255,3835134197841326255-1487265868-1487265868,3835134197841326255-1485447889-1485447889,Referral,0.250000,305.4375,0,0
3835134197841326255,3835134197841326255-1487265868-1487265868,3835134197841326255-1487265868-1487265868,Referral,0.250000,305.4375,1,1221.75
3835134197841326255,3835134197841326255-1487265868-1487265868,3835134197841326255-1482419274-1482419274,Direct,0.250000,305.4375,0,0
0216379390200329933,0216379390200329933-1484334309-1484334309,0216379390200329933-1484334309-1484334309,Display,0.200000,25.554,1,127.77
0216379390200329933,0216379390200329933-1484334309-1484334309,0216379390200329933-1483730665-1483730665,Display,0.200000,25.554,0,0
0216379390200329933,0216379390200329933-1484334309-1484334309,0216379390200329933-1481559282-1481559282,Referral,0.200000,25.554,0,0
0216379390200329933,0216379390200329933-1484334309-1484334309,0216379390200329933-1480434005-1480434005,Referral,0.200000,25.554,0,0
0216379390200329933,0216379390200329933-1484334309-1484334309,0216379390200329933-1483634538-1483634538,Referral,0.200000,25.554,0,0
5677740195938501149,5677740195938501149-1480975357-1480975357,5677740195938501149-1480975357-1480975357,Referral,0.333333,21.996666667,1,65.99
5677740195938501149,5677740195938501149-1480975357-1480975357,5677740195938501149-1480959257-1480959257,Organic Search,0.333333,21.996666667,0,0
5677740195938501149,5677740195938501149-1480975357-1480975357,5677740195938501149-1480975204-1480975204,Organic Search,0.333333,21.996666667,0,0
0239563913417476259,0239563913417476259-1471649003-1471649003,0239563913417476259-1471649003-1471649003,Social,0.142857,4.427142857,1,30.99
0239563913417476259,0239563913417476259-1471649003-1471649003,0239563913417476259-1471580084-1471580084,Social,0.142857,4.427142857,0,0
0239563913417476259,0239563913417476259-1471649003-1471649003,0239563913417476259-1471581773-1471581773,Social,0.142857,4.427142857,0,0
0239563913417476259,0239563913417476259-1471649003-1471649003,0239563913417476259-1470490440-1470490440,Organic Search,0.142857,4.427142857,0,0
0239563913417476259,0239563913417476259-1471649003-1471649003,0239563913417476259-1470526851-1470526851,Organic Search,0.142857,4.427142857,0,0
0239563913417476259,0239563913417476259-1471649003-1471649003,0239563913417476259-1470374246-1470374246,Organic Search,0.142857,4.427142857,0,0
0239563913417476259,0239563913417476259-1471649003-1471649003,0239563913417476259-1471580144-1471580144,Organic Search,0.142857,4.427142857,0,0
5921718666533314694,5921718666533314694-1489786854-1489786854,5921718666533314694-1489786854-1489786854,Organic Search,0.333333,28.663333333,1,85.99
5921718666533314694,5921718666533314694-1489786854-1489786854,5921718666533314694-1489742119-1489742119,Organic Search,0.333333,28.663333333,0,0
5921718666533314694,5921718666533314694-1489786854-1489786854,5921718666533314694-1488349824-1488349824,Referral,0.333333,28.663333333,0,0
407927208045481071,407927208045481071-1479130166-1479130166,407927208045481071-1479130166-1479130166,Referral,0.333333,30.003333333,1,90.01
407927208045481071,407927208045481071-1479130166-1479130166,407927208045481071-1474582401-1474582401,Referral,0.333333,30.003333333,0,0
407927208045481071,407927208045481071-1479130166-1479130166,407927208045481071-1475840159-1475840159,Organic Search,0.333333,30.003333333,0,0
4266823904408093435,4266823904408093435-1482017229-1482017229,4266823904408093435-1482016588-1482016588,Organic Search,0.250000,29.2325,0,0
4266823904408093435,4266823904408093435-1482017229-1482017229,4266823904408093435-1482017229-1482017229,Referral,0.250000,29.2325,1,116.93
4266823904408093435,4266823904408093435-1482017229-1482017229,4266823904408093435-1481045854-1481045854,Organic Search,0.250000,29.2325,0,0
4266823904408093435,4266823904408093435-1482017229-1482017229,4266823904408093435-1481844565-1481844565,Organic Search,0.250000,29.2325,0,0
372706149688864468,372706149688864468-1493903754-1493903754,372706149688864468-1493900903-1493900903,Direct,0.250000,59.0325,0,0
372706149688864468,372706149688864468-1493903754-1493903754,372706149688864468-1493903754-1493903754,Referral,0.250000,59.0325,1,236.13
372706149688864468,372706149688864468-1493903754-1493903754,372706149688864468-1493423109-1493423109,Referral,0.250000,59.0325,0,0
372706149688864468,372706149688864468-1493903754-1493903754,372706149688864468-1489594720-1489594720,Referral,0.250000,59.0325,0,0
489387095051650874,489387095051650874-1489958363-1489958363,489387095051650874-1489001779-1489001779,Direct,0.250000,4.6475,0,0
489387095051650874,489387095051650874-1489958363-1489958363,489387095051650874-1489958363-1489958363,Organic Search,0.250000,4.6475,1,18.59
489387095051650874,489387095051650874-1489958363-1489958363,489387095051650874-1489452406-1489452406,Organic Search,0.250000,4.6475,0,0
489387095051650874,489387095051650874-1489958363-1489958363,489387095051650874-1489381235-1489381235,Organic Search,0.250000,4.6475,0,0
5345276565851241365,5345276565851241365-1481400642-1481400642,5345276565851241365-1479929372-1479929372,Direct,0.200000,17.438,0,0
5345276565851241365,5345276565851241365-1481400642-1481400642,5345276565851241365-1481251046-1481251046,Referral,0.200000,17.438,0,0
5345276565851241365,5345276565851241365-1481400642-1481400642,5345276565851241365-1481400642-1481400642,Referral,0.200000,17.438,1,87.19
5345276565851241365,5345276565851241365-1481400642-1481400642,5345276565851241365-1480815313-1480815313,Referral,0.200000,17.438,0,0
5345276565851241365,5345276565851241365-1481400642-1481400642,5345276565851241365-1479798531-1479798531,Direct,0.200000,17.438,0,0
7360768108223062056,7360768108223062056-1473902004-1473902004,7360768108223062056-1473896648-1473896648,Display,0.166667,26.333333333,0,0
7360768108223062056,7360768108223062056-1473902004-1473902004,7360768108223062056-1473716212-1473716215,Direct,0.166667,26.333333333,0,0
7360768108223062056,7360768108223062056-1473902004-1473902004,7360768108223062056-1473889780-1473889780,Display,0.166667,26.333333333,0,0
7360768108223062056,7360768108223062056-1473902004-1473902004,7360768108223062056-1473887065-1473887065,Direct,0.166667,26.333333333,0,0
7360768108223062056,7360768108223062056-1473902004-1473902004,7360768108223062056-1473902004-1473902004,Organic Search,0.166667,26.333333333,1,158
7360768108223062056,7360768108223062056-1473902004-1473902004,7360768108223062056-1473890234-1473890234,Display,0.166667,26.333333333,0,0
9619365002104387449,9619365002104387449-1483995410-1483995410,9619365002104387449-1481919900-1481919900,Direct,0.333333,40.306666667,0,0
9619365002104387449,9619365002104387449-1483995410-1483995410,9619365002104387449-1483995410-1483995410,Referral,0.333333,40.306666667,1,120.92
9619365002104387449,9619365002104387449-1483995410-1483995410,9619365002104387449-1481917907-1481917907,Direct,0.333333,40.306666667,0,0
0309385525240537775,0309385525240537775-1492862230-1492862230,0309385525240537775-1492862230-1492862230,Referral,0.200000,12.834,1,64.17
0309385525240537775,0309385525240537775-1492862230-1492862230,0309385525240537775-1492138635-1492138635,Referral,0.200000,12.834,0,0
0309385525240537775,0309385525240537775-1492862230-1492862230,0309385525240537775-1492849395-1492849395,Referral,0.200000,12.834,0,0
0309385525240537775,0309385525240537775-1492862230-1492862230,0309385525240537775-1492697804-1492697804,Organic Search,0.200000,12.834,0,0
0309385525240537775,0309385525240537775-1492862230-1492862230,0309385525240537775-1492749288-1492749288,Organic Search,0.200000,12.834,0,0
9482544472489334744,9482544472489334744-1481222848-1481222848,9482544472489334744-1480533812-1480533812,Direct,0.200000,27.594,0,0
9482544472489334744,9482544472489334744-1481222848-1481222848,9482544472489334744-1480978517-1480978517,Referral,0.200000,27.594,0,0
9482544472489334744,9482544472489334744-1481222848-1481222848,9482544472489334744-1480554897-1480554897,Referral,0.200000,27.594,0,0
9482544472489334744,9482544472489334744-1481222848-1481222848,9482544472489334744-1481222848-1481222848,Referral,0.200000,27.594,1,137.97
9482544472489334744,9482544472489334744-1481222848-1481222848,9482544472489334744-1480982070-1480982070,Referral,0.200000,27.594,0,0
1998944550000750737,1998944550000750737-1478031015-1478031015,1998944550000750737-1477587224-1477587224,Referral,0.333333,17.32,0,0
1998944550000750737,1998944550000750737-1478031015-1478031015,1998944550000750737-1478031015-1478031015,Referral,0.333333,17.32,1,51.96
1998944550000750737,1998944550000750737-1478031015-1478031015,1998944550000750737-1477587378-1477587378,Organic Search,0.333333,17.32,0,0
7806950251446529341,7806950251446529341-1496260565-1496260565,7806950251446529341-1496260565-1496260565,Social,0.333333,35.07,1,105.21
7806950251446529341,7806950251446529341-1496260565-1496260565,7806950251446529341-1496245259-1496245259,Referral,0.333333,35.07,0,0
7806950251446529341,7806950251446529341-1496260565-1496260565,7806950251446529341-1496259468-1496259468,Referral,0.333333,35.07,0,0
2469327075513689553,2469327075513689553-1489429046-1489429046,2469327075513689553-1489429046-1489429046,Referral,0.333333,6.73,1,20.19
2469327075513689553,2469327075513689553-1489429046-1489429046,2469327075513689553-1489425904-1489425904,Referral,0.333333,6.73,0,0
2469327075513689553,2469327075513689553-1489429046-1489429046,2469327075513689553-1489425684-1489425684,Organic Search,0.333333,6.73,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1470861701-1470861701,Organic Search,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1470283269-1470283269,Organic Search,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1470281884-1470281884,Social,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1471390298-1471390298,Organic Search,0.076923,2.805384615,1,36.47
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1471318012-1471318012,Organic Search,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1470376516-1470376516,Organic Search,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1470143453-1470143453,Direct,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1470283582-1470283582,Organic Search,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1470283344-1470283344,Social,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1470278900-1470278900,Direct,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1471304477-1471304477,Organic Search,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1470371547-1470371547,Organic Search,0.076923,2.805384615,0,0
929896049024044781,929896049024044781-1471390298-1471390298,929896049024044781-1471152134-1471152134,Organic Search,0.076923,2.805384615,0,0
431719229375940985,431719229375940985-1475234812-1475234812,431719229375940985-1474515738-1474515738,Social,0.333333,2.66,0,0
431719229375940985,431719229375940985-1475234812-1475234812,431719229375940985-1475234812-1475234812,Organic Search,0.333333,2.66,1,7.98
431719229375940985,431719229375940985-1475234812-1475234812,431719229375940985-1474515600-1474515600,Social,0.333333,2.66,0,0
5546793669751235607,5546793669751235607-1501204999-1501204999,5546793669751235607-1501204999-1501204999,Referral,0.250000,8.9475,1,35.79
5546793669751235607,5546793669751235607-1501204999-1501204999,5546793669751235607-1499991801-1499991801,Organic Search,0.250000,8.9475,0,0
5546793669751235607,5546793669751235607-1501204999-1501204999,5546793669751235607-1499971436-1499971436,Organic Search,0.250000,8.9475,0,0
5546793669751235607,5546793669751235607-1501204999-1501204999,5546793669751235607-1500317297-1500317297,Organic Search,0.250000,8.9475,0,0
9308310352918219134,9308310352918219134-1501608078-1501608078,9308310352918219134-1501525606-1501525606,Direct,0.125000,366.95125,0,0
9308310352918219134,9308310352918219134-1501608078-1501608078,9308310352918219134-1500672144-1500672144,Direct,0.125000,366.95125,0,0
9308310352918219134,9308310352918219134-1501608078-1501608078,9308310352918219134-1500680305-1500680305,Direct,0.125000,366.95125,0,0
9308310352918219134,9308310352918219134-1501608078-1501608078,9308310352918219134-1501543401-1501543401,Referral,0.125000,366.95125,0,0
9308310352918219134,9308310352918219134-1501608078-1501608078,9308310352918219134-1501531645-1501531645,Direct,0.125000,366.95125,0,0
9308310352918219134,9308310352918219134-1501608078-1501608078,9308310352918219134-1501543218-1501543218,Direct,0.125000,366.95125,0,0
9308310352918219134,9308310352918219134-1501608078-1501608078,9308310352918219134-1501527993-1501527993,Direct,0.125000,366.95125,0,0
9308310352918219134,9308310352918219134-1501608078-1501608078,9308310352918219134-1501608078-1501608078,Referral,0.125000,366.95125,1,2935.61
9372618001980854712,9372618001980854712-1479264870-1479264870,9372618001980854712-1479264870-1479264870,Referral,0.200000,75.046,1,375.23
9372618001980854712,9372618001980854712-1479264870-1479264870,9372618001980854712-1479263590-1479263590,Direct,0.200000,75.046,0,0
9372618001980854712,9372618001980854712-1479264870-1479264870,9372618001980854712-1477514732-1477514732,Direct,0.200000,75.046,0,0
9372618001980854712,9372618001980854712-1479264870-1479264870,9372618001980854712-1479264867-1479264867,Referral,0.200000,75.046,0,0
9372618001980854712,9372618001980854712-1479264870-1479264870,9372618001980854712-1479214973-1479214973,Direct,0.200000,75.046,0,0
9920226064713599750,9920226064713599750-1493052519-1493052519,9920226064713599750-1488393840-1488393840,Social,0.142857,6.137142857,0,0
9920226064713599750,9920226064713599750-1493052519-1493052519,9920226064713599750-1487358847-1487358847,Social,0.142857,6.137142857,0,0
9920226064713599750,9920226064713599750-1493052519-1493052519,9920226064713599750-1493052519-1493052519,Organic Search,0.142857,6.137142857,1,42.96
9920226064713599750,9920226064713599750-1493052519-1493052519,9920226064713599750-1488306629-1488306629,Social,0.142857,6.137142857,0,0
9920226064713599750,9920226064713599750-1493052519-1493052519,9920226064713599750-1490638743-1490638743,Organic Search,0.142857,6.137142857,0,0
9920226064713599750,9920226064713599750-1493052519-1493052519,9920226064713599750-1488218547-1488218547,Social,0.142857,6.137142857,0,0
9920226064713599750,9920226064713599750-1493052519-1493052519,9920226064713599750-1488197153-1488197153,Social,0.142857,6.137142857,0,0
478403815632492375,478403815632492375-1499461462-1499461462,478403815632492375-1499461457-1499461457,Paid Search,0.333333,12.993333333,0,0
478403815632492375,478403815632492375-1499461462-1499461462,478403815632492375-1499461462-1499461462,Paid Search,0.333333,12.993333333,1,38.98
478403815632492375,478403815632492375-1499461462-1499461462,478403815632492375-1499461446-1499461446,Organic Search,0.333333,12.993333333,0,0
5441957633456467994,5441957633456467994-1499918217-1499918217,5441957633456467994-1497560867-1497560867,Direct,0.100000,16.697,0,0
5441957633456467994,5441957633456467994-1499918217-1499918217,5441957633456467994-1497376904-1497376904,Direct,0.100000,16.697,0,0
5441957633456467994,5441957633456467994-1499918217-1499918217,5441957633456467994-1497561205-1497561205,Referral,0.100000,16.697,0,0
5441957633456467994,5441957633456467994-1499918217-1499918217,5441957633456467994-1496638777-1496638777,Direct,0.100000,16.697,0,0
5441957633456467994,5441957633456467994-1499918217-1499918217,5441957633456467994-1499151247-1499151613,Referral,0.100000,16.697,0,0
5441957633456467994,5441957633456467994-1499918217-1499918217,5441957633456467994-1497381016-1497381016,Direct,0.100000,16.697,0,0
5441957633456467994,5441957633456467994-1499918217-1499918217,5441957633456467994-1499317441-1499317441,Referral,0.100000,16.697,0,0
5441957633456467994,5441957633456467994-1499918217-1499918217,5441957633456467994-1498764795-1498764795,Referral,0.100000,16.697,0,0
5441957633456467994,5441957633456467994-1499918217-1499918217,5441957633456467994-1499151247-1499151247,Referral,0.100000,16.697,0,0
5441957633456467994,5441957633456467994-1499918217-1499918217,5441957633456467994-1499918217-1499918217,Referral,0.100000,16.697,1,166.97
3452520076908363504,3452520076908363504-1499789306-1499789306,3452520076908363504-1499789306-1499789306,Organic Search,0.333333,18.756666667,1,56.27
3452520076908363504,3452520076908363504-1499789306-1499789306,3452520076908363504-1499785380-1499785380,Paid Search,0.333333,18.756666667,0,0
3452520076908363504,3452520076908363504-1499789306-1499789306,3452520076908363504-1499785401-1499785401,Organic Search,0.333333,18.756666667,0,0
9958703050592305834,9958703050592305834-1476043901-1476043901,9958703050592305834-1475080634-1475080634,Display,0.333333,16.393333333,0,0
9958703050592305834,9958703050592305834-1476043901-1476043901,9958703050592305834-1475906310-1475906310,Referral,0.333333,16.393333333,0,0
9958703050592305834,9958703050592305834-1476043901-1476043901,9958703050592305834-1476043901-1476043901,Referral,0.333333,16.393333333,1,49.18
7419167186572756753,7419167186572756753-1484243845-1484243845,7419167186572756753-1482244570-1482244570,Direct,0.250000,27.88,0,0
7419167186572756753,7419167186572756753-1484243845-1484243845,7419167186572756753-1484243845-1484243845,Referral,0.250000,27.88,1,111.52
7419167186572756753,7419167186572756753-1484243845-1484243845,7419167186572756753-1484163281-1484163281,Referral,0.250000,27.88,0,0
7419167186572756753,7419167186572756753-1484243845-1484243845,7419167186572756753-1482249239-1482249239,Direct,0.250000,27.88,0,0
9817395183603701442,9817395183603701442-1472145168-1472145168,9817395183603701442-1472145168-1472145168,Referral,0.333333,1362.5,1,4087.5
9817395183603701442,9817395183603701442-1472145168-1472145168,9817395183603701442-1472136415-1472136415,Referral,0.333333,1362.5,0,0
9817395183603701442,9817395183603701442-1472145168-1472145168,9817395183603701442-1472072311-1472072311,Direct,0.333333,1362.5,0,0
0074650632244292633,0074650632244292633-1498576489-1498576489,0074650632244292633-1498165404-1498165404,Referral,0.333333,6.13,0,0
0074650632244292633,0074650632244292633-1498576489-1498576489,0074650632244292633-1498576489-1498576489,Organic Search,0.333333,6.13,1,18.39
0074650632244292633,0074650632244292633-1498576489-1498576489,0074650632244292633-1498145129-1498145129,Organic Search,0.333333,6.13,0,0
3700714855829972615,3700714855829972615-1500507377-1500507377,3700714855829972615-1499973803-1499973803,Organic Search,0.333333,89.596666667,0,0
3700714855829972615,3700714855829972615-1500507377-1500507377,3700714855829972615-1500507377-1500507377,Referral,0.333333,89.596666667,1,268.79
3700714855829972615,3700714855829972615-1500507377-1500507377,3700714855829972615-1499973692-1499973692,Referral,0.333333,89.596666667,0,0
8657427332734176422,8657427332734176422-1501097660-1501097660,8657427332734176422-1500999820-1500999820,Direct,0.200000,15.024,0,0
8657427332734176422,8657427332734176422-1501097660-1501097660,8657427332734176422-1501092446-1501092446,Direct,0.200000,15.024,0,0
8657427332734176422,8657427332734176422-1501097660-1501097660,8657427332734176422-1499870707-1499870707,Direct,0.200000,15.024,0,0
8657427332734176422,8657427332734176422-1501097660-1501097660,8657427332734176422-1501097660-1501097660,Direct,0.200000,15.024,1,75.12
8657427332734176422,8657427332734176422-1501097660-1501097660,8657427332734176422-1493046504-1493046504,Organic Search,0.200000,15.024,0,0
3944989619827418524,3944989619827418524-1471884985-1471884985,3944989619827418524-1471026563-1471026563,Direct,0.142857,11.28,0,0
3944989619827418524,3944989619827418524-1471884985-1471884985,3944989619827418524-1470430208-1470430208,Direct,0.142857,11.28,0,0
3944989619827418524,3944989619827418524-1471884985-1471884985,3944989619827418524-1471473211-1471473211,Referral,0.142857,11.28,0,0
3944989619827418524,3944989619827418524-1471884985-1471884985,3944989619827418524-1470444294-1470444294,Direct,0.142857,11.28,0,0
3944989619827418524,3944989619827418524-1471884985-1471884985,3944989619827418524-1471568130-1471568130,Referral,0.142857,11.28,0,0
3944989619827418524,3944989619827418524-1471884985-1471884985,3944989619827418524-1470766895-1470766895,Direct,0.142857,11.28,0,0
3944989619827418524,3944989619827418524-1471884985-1471884985,3944989619827418524-1471884985-1471884985,Referral,0.142857,11.28,1,78.96
4284747478619287722,4284747478619287722-1498515155-1498515155,4284747478619287722-1498501690-1498501690,Organic Search,0.333333,27.643333333,0,0
4284747478619287722,4284747478619287722-1498515155-1498515155,4284747478619287722-1498515155-1498515155,Referral,0.333333,27.643333333,1,82.93
4284747478619287722,4284747478619287722-1498515155-1498515155,4284747478619287722-1498510758-1498510758,Referral,0.333333,27.643333333,0,0
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1479769218-1479769218,Social,0.090909,9.707272727,0,0
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1484930443-1484930443,Referral,0.090909,9.707272727,0,0
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1484074043-1484074043,Referral,0.090909,9.707272727,0,0
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1479769051-1479769051,Referral,0.090909,9.707272727,0,0
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1484937964-1484937964,Referral,0.090909,9.707272727,1,106.78
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1480715460-1480715460,Social,0.090909,9.707272727,0,0
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1482187480-1482187480,Referral,0.090909,9.707272727,0,0
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1480718282-1480718282,Referral,0.090909,9.707272727,0,0
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1484932618-1484932618,Referral,0.090909,9.707272727,0,0
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1480715478-1480715478,Referral,0.090909,9.707272727,0,0
2678017605977262322,2678017605977262322-1484937964-1484937964,2678017605977262322-1484860224-1484860224,Referral,0.090909,9.707272727,0,0
